Employees.eid  Certified.aid  Employees.ename  Employees.salary  
90	2464	cyxm	188	
90	2315	cyxm	188	
90	4549	cyxm	188	
31	9396	oekp	4505	
31	2486	oekp	4505	
31	6635	oekp	4505	
31	3676	oekp	4505	
31	6571	oekp	4505	
31	9814	oekp	4505	
31	8609	oekp	4505	
31	1579	oekp	4505	
31	9842	oekp	4505	
31	1994	oekp	4505	
31	4379	oekp	4505	
183	6085	zcqg	5268	
151	5860	kdrc	5039	
39	8352	maur	7272	
39	1881	maur	7272	
39	1836	maur	7272	
39	8614	maur	7272	
39	9899	maur	7272	
39	959	maur	7272	
39	5063	maur	7272	
39	2608	maur	7272	
57	5879	essb	7872	
57	4541	essb	7872	
57	3910	essb	7872	
57	3715	essb	7872	
74	223	wxfs	855	
74	9733	wxfs	855	
74	432	wxfs	855	
74	897	wxfs	855	
74	647	wxfs	855	
4	8713	wanj	2917	
4	7948	wanj	2917	
4	7903	wanj	2917	
4	6551	wanj	2917	
125	8596	ctuz	5500	
117	8392	xucp	3437	
117	7239	xucp	3437	
69	7807	ooda	2143	
69	8279	ooda	2143	
69	8499	ooda	2143	
69	5002	ooda	2143	
69	7602	ooda	2143	
69	1313	ooda	2143	
69	2327	ooda	2143	
24	8305	eppp	4137	
24	520	eppp	4137	
24	2676	eppp	4137	
24	2199	eppp	4137	
83	5525	olyt	478	
83	7028	olyt	478	
83	8206	olyt	478	
83	4931	olyt	478	
83	5761	olyt	478	
83	1821	olyt	478	
83	9423	olyt	478	
83	3411	olyt	478	
83	3658	olyt	478	
83	7092	olyt	478	
98	8358	nwpn	6761	
98	980	nwpn	6761	
98	1520	nwpn	6761	
98	8385	nwpn	6761	
19	9320	urfi	4641	
19	8419	urfi	4641	
19	9769	urfi	4641	
19	9257	urfi	4641	
19	8844	urfi	4641	
47	5323	orzd	7475	
47	4508	orzd	7475	
47	2312	orzd	7475	
47	1197	orzd	7475	
47	4945	orzd	7475	
47	1496	orzd	7475	
111	4276	ityc	1932	
111	1493	ityc	1932	
97	2750	isue	160	
3	7725	dpuj	1709	
3	472	dpuj	1709	
140	218	tgyy	252	
5	4404	eusw	5752	
5	5643	eusw	5752	
94	5255	eoho	2754	
94	2268	eoho	2754	
94	407	eoho	2754	
94	7678	eoho	2754	
94	8658	eoho	2754	
21	6722	kghp	6419	
21	3665	kghp	6419	
21	3119	kghp	6419	
21	8610	kghp	6419	
21	5362	kghp	6419	
21	4616	kghp	6419	
81	6030	hvsc	393	
81	9901	hvsc	393	
81	260	hvsc	393	
108	39	qqlu	1921	
108	5806	qqlu	1921	
108	1585	qqlu	1921	
108	691	qqlu	1921	
108	8402	qqlu	1921	
108	2555	qqlu	1921	
13	147	kfrr	5721	
13	5257	kfrr	5721	
13	7563	kfrr	5721	
13	7493	kfrr	5721	
116	6866	vinz	7166	
116	4313	vinz	7166	
116	1817	vinz	7166	
128	8881	rcth	2379	
128	4766	rcth	2379	
1	9207	tpsh	5943	
1	7656	tpsh	5943	
1	5319	tpsh	5943	
1	1521	tpsh	5943	
46	7362	pavt	7828	
46	9340	pavt	7828	
46	4123	pavt	7828	
46	9209	pavt	7828	
46	2143	pavt	7828	
46	1387	pavt	7828	
46	2419	pavt	7828	
22	1917	nvzv	3172	
22	3278	nvzv	3172	
22	2887	nvzv	3172	
22	2907	nvzv	3172	
22	4004	nvzv	3172	
56	4220	rrra	5659	
56	7383	rrra	5659	
56	3053	rrra	5659	
56	9572	rrra	5659	
56	3228	rrra	5659	
56	533	rrra	5659	
56	7984	rrra	5659	
56	1140	rrra	5659	
56	6628	rrra	5659	
56	4263	rrra	5659	
56	2307	rrra	5659	
56	4589	rrra	5659	
56	4883	rrra	5659	
50	8921	ijso	1484	
50	1469	ijso	1484	
50	8411	ijso	1484	
50	4108	ijso	1484	
50	4116	ijso	1484	
50	7115	ijso	1484	
50	303	ijso	1484	
50	7673	ijso	1484	
121	8303	bdee	2787	
121	6470	bdee	2787	
121	4227	bdee	2787	
121	7753	bdee	2787	
27	1037	psyc	3629	
27	2985	psyc	3629	
100	9702	dlza	1127	
100	283	dlza	1127	
59	2603	nrkz	3569	
59	2577	nrkz	3569	
59	4161	nrkz	3569	
59	2762	nrkz	3569	
87	9506	vpjk	268	
87	2688	vpjk	268	
87	8641	vpjk	268	
87	7655	vpjk	268	
102	2640	eruy	272	
102	1247	eruy	272	
102	9714	eruy	272	
102	2470	eruy	272	
102	5440	eruy	272	
102	716	eruy	272	
126	5727	ixkv	6058	
126	4741	ixkv	6058	
8	8788	zmwm	2707	
8	1748	zmwm	2707	
8	5699	zmwm	2707	
8	4798	zmwm	2707	
8	7242	zmwm	2707	
101	7700	mlkq	2918	
101	5275	mlkq	2918	
38	6942	gham	5517	
38	2409	gham	5517	
38	8765	gham	5517	
38	2756	gham	5517	
38	1892	gham	5517	
38	1131	gham	5517	
44	9315	wuhg	2490	
44	6923	wuhg	2490	
44	8976	wuhg	2490	
44	5704	wuhg	2490	
44	6524	wuhg	2490	
44	589	wuhg	2490	
53	2493	ynmw	1194	
53	9726	ynmw	1194	
53	2408	ynmw	1194	
63	3866	tinp	2575	
63	255	tinp	2575	
63	7280	tinp	2575	
63	4172	tinp	2575	
166	6026	zrsj	1992	
166	6723	zrsj	1992	
122	9886	rxye	4056	
122	2666	rxye	4056	
122	2701	rxye	4056	
161	1980	ksyp	5753	
62	123	qbjn	1340	
62	1392	qbjn	1340	
62	6948	qbjn	1340	
62	679	qbjn	1340	
145	1906	qwey	7739	
0	2498	tfex	7418	
0	9303	tfex	7418	
72	1309	byny	6679	
72	8267	byny	6679	
72	5664	byny	6679	
114	1609	regf	4577	
114	8302	regf	4577	
143	5479	lpxn	2859	
155	5854	wold	3965	
17	4293	giup	999	
17	7577	giup	999	
17	9736	giup	999	
17	7003	giup	999	
17	3708	giup	999	
17	9064	giup	999	
65	4039	wrxe	5826	
65	3068	wrxe	5826	
65	3361	wrxe	5826	
65	9979	wrxe	5826	
65	6440	wrxe	5826	
65	3796	wrxe	5826	
65	6622	wrxe	5826	
65	5513	wrxe	5826	
193	5675	qalf	5087	
82	4700	mjcb	427	
82	70	mjcb	427	
82	7053	mjcb	427	
82	7499	mjcb	427	
82	6656	mjcb	427	
82	6847	mjcb	427	
82	7688	mjcb	427	
82	6809	mjcb	427	
18	1472	mvip	4567	
18	4022	mvip	4567	
18	2187	mvip	4567	
18	8381	mvip	4567	
18	1874	mvip	4567	
18	1573	mvip	4567	
18	8870	mvip	4567	
18	7358	mvip	4567	
18	2647	mvip	4567	
170	1393	sbun	2362	
14	5963	ausy	6182	
14	8231	ausy	6182	
14	1009	ausy	6182	
14	9602	ausy	6182	
14	4032	ausy	6182	
118	2595	mteh	1810	
118	1528	mteh	1810	
118	5243	mteh	1810	
11	2879	zlum	7412	
11	6988	zlum	7412	
11	3536	zlum	7412	
148	8155	ewen	3266	
51	9179	pplm	1170	
51	8802	pplm	1170	
51	4257	pplm	1170	
51	9544	pplm	1170	
51	1219	pplm	1170	
51	4252	pplm	1170	
51	8617	pplm	1170	
51	4055	pplm	1170	
36	1020	ajix	3094	
36	1171	ajix	3094	
36	7389	ajix	3094	
55	8475	akxk	3063	
55	48	akxk	3063	
55	316	akxk	3063	
55	5969	akxk	3063	
55	8138	akxk	3063	
93	1630	yikf	4699	
93	6865	yikf	4699	
93	1716	yikf	4699	
93	2385	yikf	4699	
93	6495	yikf	4699	
109	6078	ebxh	7163	
109	5147	ebxh	7163	
109	5346	ebxh	7163	
109	7027	ebxh	7163	
70	3717	teyr	6046	
70	2318	teyr	6046	
70	1045	teyr	6046	
70	4120	teyr	6046	
32	4540	tjfv	7997	
32	2126	tjfv	7997	
32	6	tjfv	7997	
32	9103	tjfv	7997	
32	2807	tjfv	7997	
32	5263	tjfv	7997	
104	4689	eeog	3266	
104	545	eeog	3266	
112	6165	uzdq	772	
105	7318	gmuu	6594	
89	7210	vtyw	1970	
35	2781	fpgg	3613	
35	5863	fpgg	3613	
131	8653	ntea	6955	
15	3091	tixt	1085	
15	3873	tixt	1085	
15	2335	tixt	1085	
15	6813	tixt	1085	
15	7975	tixt	1085	
58	1498	owzv	3763	
58	4866	owzv	3763	
58	1803	owzv	3763	
58	4792	owzv	3763	
58	9364	owzv	3763	
58	9115	owzv	3763	
58	7876	owzv	3763	
58	3303	owzv	3763	
135	119	mzrx	239	
28	4256	osjl	4413	
28	5223	osjl	4413	
28	8836	osjl	4413	
28	5051	osjl	4413	
48	7647	pzcn	4139	
48	7667	pzcn	4139	
48	9365	pzcn	4139	
48	5199	pzcn	4139	
48	4445	pzcn	4139	
48	396	pzcn	4139	
48	8441	pzcn	4139	
48	5066	pzcn	4139	
41	4763	hyij	4336	
41	4696	hyij	4336	
41	8054	hyij	4336	
41	9164	hyij	4336	
41	4179	hyij	4336	
41	8758	hyij	4336	
41	2601	hyij	4336	
52	3492	yjkx	4226	
52	547	yjkx	4226	
52	8403	yjkx	4226	
52	1042	yjkx	4226	
52	5574	yjkx	4226	
52	1043	yjkx	4226	
52	6186	yjkx	4226	
163	6272	gjig	1650	
203	9404	qgby	2128	
61	3202	jpvm	4447	
61	7394	jpvm	4447	
61	9190	jpvm	4447	
61	8656	jpvm	4447	
61	3041	jpvm	4447	
61	4229	jpvm	4447	
61	5611	jpvm	4447	
61	8598	jpvm	4447	
96	8163	bpab	89	
80	6937	wsls	7731	
80	4241	wsls	7731	
80	7013	wsls	7731	
80	6528	wsls	7731	
80	4347	wsls	7731	
80	1023	wsls	7731	
80	7302	wsls	7731	
147	4950	xdsv	4989	
127	4157	jntc	4504	
37	645	ibpw	2558	
37	3000	ibpw	2558	
77	3705	rlxk	2048	
77	174	rlxk	2048	
77	3488	rlxk	2048	
77	6364	rlxk	2048	
77	4121	rlxk	2048	
77	7699	rlxk	2048	
77	107	rlxk	2048	
107	807	dxhn	974	
107	5650	dxhn	974	
107	1327	dxhn	974	
113	7926	nbuf	171	
113	2096	nbuf	171	
113	4943	nbuf	171	
113	1831	nbuf	171	
34	5367	asuz	4925	
34	1591	asuz	4925	
34	5992	asuz	4925	
34	1977	asuz	4925	
34	1544	asuz	4925	
34	9883	asuz	4925	
34	5213	asuz	4925	
67	8462	atft	7705	
67	2568	atft	7705	
67	5557	atft	7705	
67	4369	atft	7705	
134	1147	mjvf	7654	
30	6296	esdq	3058	
30	843	esdq	3058	
30	3743	esdq	3058	
95	9145	iugg	3043	
95	8285	iugg	3043	
95	694	iugg	3043	
9	2511	atzc	5640	
9	1407	atzc	5640	
9	477	atzc	5640	
9	5412	atzc	5640	
9	98	atzc	5640	
99	9067	ndja	6175	
99	8121	ndja	6175	
99	9959	ndja	6175	
99	9105	ndja	6175	
103	3802	tbfv	4951	
103	9206	tbfv	4951	
103	9429	tbfv	4951	
103	3836	tbfv	4951	
119	5508	dgfu	1144	
119	9325	dgfu	1144	
88	1470	ehvq	4703	
88	4739	ehvq	4703	
88	494	ehvq	4703	
88	1642	ehvq	4703	
75	2041	lryv	4228	
75	3763	lryv	4228	
75	6645	lryv	4228	
75	298	lryv	4228	
75	5418	lryv	4228	
75	1211	lryv	4228	
123	3809	obrt	5520	
123	4751	obrt	5520	
123	7709	obrt	5520	
123	8003	obrt	5520	
2	7139	vfbp	5807	
2	9031	vfbp	5807	
2	3762	vfbp	5807	
178	6522	kaje	89	
76	5787	hmnb	512	
76	5432	hmnb	512	
76	6359	hmnb	512	
76	5197	hmnb	512	
76	6383	hmnb	512	
76	4131	hmnb	512	
86	7729	swuo	5210	
86	291	swuo	5210	
86	3225	swuo	5210	
86	3324	swuo	5210	
86	1537	swuo	5210	
68	8205	xawu	6376	
68	9438	xawu	6376	
68	9348	xawu	6376	
68	7890	xawu	6376	
68	1570	xawu	6376	
68	3580	xawu	6376	
68	2724	xawu	6376	
43	2821	blqo	6237	
43	6553	blqo	6237	
149	998	aovj	710	
149	8438	aovj	710	
78	9589	zume	7167	
78	3463	zume	7167	
78	6707	zume	7167	
78	7855	zume	7167	
78	9719	zume	7167	
12	6329	swau	7319	
136	6450	uzjc	6278	
110	1636	vxbq	2748	
110	5118	vxbq	2748	
110	6786	vxbq	2748	
110	3748	vxbq	2748	
110	9080	vxbq	2748	
110	215	vxbq	2748	
110	6552	vxbq	2748	
124	986	efuw	7448	
124	2897	efuw	7448	
124	7475	efuw	7448	
124	5374	efuw	7448	
124	8182	efuw	7448	
124	711	efuw	7448	
179	1071	cjfg	6537	
179	8725	cjfg	6537	
29	5875	rqem	4884	
29	7860	rqem	4884	
29	1124	rqem	4884	
29	1284	rqem	4884	
42	8829	fktb	721	
42	1538	fktb	721	
91	8245	rprm	6804	
91	1918	rprm	6804	
91	6089	rprm	6804	
91	9688	rprm	6804	
91	4035	rprm	6804	
60	7503	zape	5850	
60	2845	zape	5850	
60	7171	zape	5850	
60	7720	zape	5850	
60	2654	zape	5850	
60	9820	zape	5850	
60	5667	zape	5850	
60	7978	zape	5850	
60	2954	zape	5850	
60	2339	zape	5850	
73	9208	zckv	2450	
73	8190	zckv	2450	
73	1306	zckv	2450	
73	3407	zckv	2450	
129	8172	wnxp	5714	
16	3537	tder	5746	
16	7536	tder	5746	
16	3565	tder	5746	
16	2340	tder	5746	
133	722	cvku	4272	
133	3073	cvku	4272	
26	6720	vsqo	2750	
26	4216	vsqo	2750	
26	4887	vsqo	2750	
26	6845	vsqo	2750	
10	1200	ynkr	5862	
10	1856	ynkr	5862	
10	2678	ynkr	5862	
10	4819	ynkr	5862	
10	5598	ynkr	5862	
10	3157	ynkr	5862	
33	6117	jtbv	6681	
33	8258	jtbv	6681	
33	602	jtbv	6681	
7	2589	cxer	619	
7	5165	cxer	619	
7	445	cxer	619	
7	3301	cxer	619	
66	2049	utwb	5221	
66	6060	utwb	5221	
66	6257	utwb	5221	
141	9096	sptn	6421	
54	3641	rckk	2434	
54	7163	rckk	2434	
54	1270	rckk	2434	
54	4390	rckk	2434	
54	4243	rckk	2434	
54	7988	rckk	2434	
49	8782	ftwn	2336	
49	1827	ftwn	2336	
49	8503	ftwn	2336	
49	2949	ftwn	2336	
49	3153	ftwn	2336	
49	6669	ftwn	2336	
49	3441	ftwn	2336	
49	3130	ftwn	2336	
106	8425	ouwv	1371	
79	5698	hhhd	6039	
79	4440	hhhd	6039	
64	9988	obov	1127	
64	2476	obov	1127	
64	9706	obov	1127	
64	8970	obov	1127	
64	9359	obov	1127	
132	3662	syxx	4412	
162	3358	iypd	1335	
71	2420	qxnz	2535	
71	6982	qxnz	2535	
71	5008	qxnz	2535	
71	2062	qxnz	2535	
71	1668	qxnz	2535	
45	234	jyms	2957	
45	3435	jyms	2957	
45	9182	jyms	2957	
45	7325	jyms	2957	
45	5363	jyms	2957	
45	6800	jyms	2957	
45	1438	jyms	2957	
23	6706	eblb	1132	
23	6225	eblb	1132	
23	7420	eblb	1132	
23	2142	eblb	1132	
25	5488	jupw	6913	
25	9807	jupw	6913	
25	8993	jupw	6913	
25	1820	jupw	6913	
25	9932	jupw	6913	
92	6038	ugsq	6168	
92	8733	ugsq	6168	
92	6862	ugsq	6168	
92	9293	ugsq	6168	
92	9791	ugsq	6168	
92	5528	ugsq	6168	
92	6009	ugsq	6168	
92	7030	ugsq	6168	
158	8724	tioj	6957	
158	1936	tioj	6957	
120	8469	uqyn	5054	
20	9858	qvdd	4369	
20	2098	qvdd	4369	
20	6699	qvdd	4369	
115	6034	yitw	2746	
115	6139	yitw	2746	
115	3417	yitw	2746	
115	9628	yitw	2746	
84	4655	xeqk	2834	
84	5695	xeqk	2834	
84	3118	xeqk	2834	
84	1757	xeqk	2834	
84	3613	xeqk	2834	
84	6290	xeqk	2834	
165	5340	tvuo	3839	
165	8648	tvuo	3839	
138	3523	teku	7148	
138	4910	teku	7148	
40	4289	hgei	6357	
40	784	hgei	6357	
40	104	hgei	6357	
40	2384	hgei	6357	
40	7463	hgei	6357	
40	4587	hgei	6357	
40	6976	hgei	6357	
130	9825	jlsh	2496	
85	6226	esnu	694	
85	7589	esnu	694	
85	3271	esnu	694	
85	168	esnu	694	
90	6627	cyxm	188	
90	2799	cyxm	188	
90	2152	cyxm	188	
159	3864	hrzs	6851	
159	8060	hrzs	6851	
31	2174	oekp	4505	
31	3003	oekp	4505	
31	5035	oekp	4505	
31	5291	oekp	4505	
31	6599	oekp	4505	
151	2226	kdrc	5039	
39	7178	maur	7272	
39	682	maur	7272	
39	2663	maur	7272	
39	4023	maur	7272	
39	4904	maur	7272	
39	2932	maur	7272	
57	9426	essb	7872	
57	9351	essb	7872	
57	4413	essb	7872	
74	5696	wxfs	855	
74	5964	wxfs	855	
4	6721	wanj	2917	
125	3920	ctuz	5500	
125	4329	ctuz	5500	
125	9853	ctuz	5500	
117	256	xucp	3437	
117	1434	xucp	3437	
117	8454	xucp	3437	
117	8636	xucp	3437	
69	8586	ooda	2143	
69	9704	ooda	2143	
69	9790	ooda	2143	
69	3104	ooda	2143	
69	1106	ooda	2143	
69	4874	ooda	2143	
69	2908	ooda	2143	
6	4713	xloi	5918	
6	3406	xloi	5918	
24	4651	eppp	4137	
24	5381	eppp	4137	
24	4558	eppp	4137	
24	5858	eppp	4137	
24	8695	eppp	4137	
24	8619	eppp	4137	
24	9414	eppp	4137	
83	7256	olyt	478	
83	9692	olyt	478	
98	9983	nwpn	6761	
98	754	nwpn	6761	
98	7523	nwpn	6761	
98	5504	nwpn	6761	
19	1217	urfi	4641	
19	8380	urfi	4641	
19	6247	urfi	4641	
19	775	urfi	4641	
19	2744	urfi	4641	
19	3378	urfi	4641	
19	4806	urfi	4641	
47	7276	orzd	7475	
47	1896	orzd	7475	
47	8855	orzd	7475	
111	309	ityc	1932	
111	1772	ityc	1932	
111	7543	ityc	1932	
97	5604	isue	160	
97	1939	isue	160	
97	4396	isue	160	
97	6913	isue	160	
97	404	isue	160	
97	5633	isue	160	
3	3173	dpuj	1709	
3	7229	dpuj	1709	
3	9507	dpuj	1709	
3	6251	dpuj	1709	
3	2900	dpuj	1709	
140	1026	tgyy	252	
5	164	eusw	5752	
5	6309	eusw	5752	
5	2201	eusw	5752	
5	9614	eusw	5752	
5	2665	eusw	5752	
94	7083	eoho	2754	
94	5395	eoho	2754	
94	5691	eoho	2754	
94	41	eoho	2754	
21	4780	kghp	6419	
21	7660	kghp	6419	
21	4735	kghp	6419	
21	3603	kghp	6419	
21	4415	kghp	6419	
21	8373	kghp	6419	
139	6583	yeyj	6477	
81	8421	hvsc	393	
81	1308	hvsc	393	
81	8759	hvsc	393	
108	8374	qqlu	1921	
13	3449	kfrr	5721	
13	7946	kfrr	5721	
13	6147	kfrr	5721	
13	579	kfrr	5721	
116	2639	vinz	7166	
128	1824	rcth	2379	
1	4756	tpsh	5943	
1	5070	tpsh	5943	
1	5178	tpsh	5943	
1	1986	tpsh	5943	
46	9725	pavt	7828	
46	2893	pavt	7828	
46	2075	pavt	7828	
46	9019	pavt	7828	
46	9310	pavt	7828	
46	3977	pavt	7828	
46	7247	pavt	7828	
22	3461	nvzv	3172	
22	9213	nvzv	3172	
56	8398	rrra	5659	
56	103	rrra	5659	
56	9919	rrra	5659	
56	8300	rrra	5659	
56	5838	rrra	5659	
56	1456	rrra	5659	
50	3547	ijso	1484	
50	1004	ijso	1484	
50	4094	ijso	1484	
50	2379	ijso	1484	
50	7206	ijso	1484	
185	6565	pyxc	6343	
121	1798	bdee	2787	
27	8126	psyc	3629	
27	8478	psyc	3629	
27	1125	psyc	3629	
27	5139	psyc	3629	
27	8399	psyc	3629	
100	5437	dlza	1127	
100	1739	dlza	1127	
100	7850	dlza	1127	
100	5416	dlza	1127	
100	6506	dlza	1127	
59	5228	nrkz	3569	
59	8514	nrkz	3569	
59	325	nrkz	3569	
59	2842	nrkz	3569	
87	7195	vpjk	268	
87	5840	vpjk	268	
87	8014	vpjk	268	
87	3965	vpjk	268	
87	2810	vpjk	268	
102	8519	eruy	272	
102	6338	eruy	272	
102	6563	eruy	272	
102	1209	eruy	272	
167	7815	fbdk	2524	
126	5837	ixkv	6058	
8	4738	zmwm	2707	
8	4000	zmwm	2707	
8	6378	zmwm	2707	
8	7012	zmwm	2707	
8	9942	zmwm	2707	
8	4110	zmwm	2707	
8	3889	zmwm	2707	
8	14	zmwm	2707	
8	3079	zmwm	2707	
101	6122	mlkq	2918	
101	6053	mlkq	2918	
101	7088	mlkq	2918	
38	9991	gham	5517	
38	5576	gham	5517	
38	3801	gham	5517	
38	3031	gham	5517	
38	6167	gham	5517	
44	8670	wuhg	2490	
44	2026	wuhg	2490	
53	4285	ynmw	1194	
